"","X1","Publication","Title","Tagline","Author","Category","City","day","month","year","sentiment.WordCount","sentiment.SentimentGI","sentiment.NegativityGI","sentiment.PositivityGI","sentiment.SentimentHE","sentiment.NegativityHE","sentiment.PositivityHE","sentiment.SentimentLM","sentiment.NegativityLM","sentiment.PositivityLM","sentiment.RatioUncertaintyLM","sentiment.SentimentQDAP","sentiment.NegativityQDAP","sentiment.PositivityQDAP","SS","sentiment.WordCount","sentiment.SentimentGI","sentiment.NegativityGI","sentiment.PositivityGI","sentiment.SentimentHE","sentiment.NegativityHE","sentiment.PositivityHE","sentiment.SentimentLM","sentiment.NegativityLM","sentiment.PositivityLM","sentiment.RatioUncertaintyLM","sentiment.SentimentQDAP","sentiment.NegativityQDAP","sentiment.PositivityQDAP","sentiment2.WordCount","sentiment2.SentimentGI","sentiment2.NegativityGI","sentiment2.PositivityGI","sentiment2.SentimentHE","sentiment2.NegativityHE","sentiment2.PositivityHE","sentiment2.SentimentLM","sentiment2.NegativityLM","sentiment2.PositivityLM","sentiment2.RatioUncertaintyLM","sentiment2.SentimentQDAP","sentiment2.NegativityQDAP","sentiment2.PositivityQDAP","SS2"
"53", 53,"Fox News","Trump set to preside over record spending, deficits as coronavirus costs explode","Following the passage of the $2.2 trillion CARES Act late last month, Goldman Sachs reportedly has forecast that the federal deficit will reach $3.6 trillion for 2020.",NA,"politics","national", 1,4,2020, 9,-0.33333333,0.33333333,0.00000000, 0.11111111,0.0000000,0.11111111,-0.22222222,0.22222222,0.00000000,0.00000000,-0.11111111,0.22222222,0.11111111,-1, 9.00000000,-0.33333333, 0.33333333, 0.00000000, 0.11111111, 0.00000000, 0.11111111,-0.22222222, 0.22222222, 0.00000000, 0.00000000,-0.11111111, 0.22222222, 0.11111111,17.00000000, 0.05882353, 0.05882353, 0.11764706, 0.00000000, 0.00000000, 0.00000000,-0.17647059, 0.17647059, 0.00000000, 0.00000000, 0.05882353, 0.00000000, 0.05882353, 1
"54", 54,"Fox News","Tom Cotton: China will have to face 'reckoning' for coronavirus pandemic","Sen. Tom Cotton, R-Ark., said on Monday that the United States must attempt to remove essential medical manufacturing from China after their handling of the coronavirus outbreak.",NA,"media","national", 1,4,2020, 8, 0.12500000,0.00000000,0.12500000, 0.00000000,0.0000000,0.00000000,-0.12500000,0.12500000,0.00000000,0.00000000, 0.12500000,0.00000000,0.12500000, 1, 8.00000000, 0.12500000, 0.00000000, 0.12500000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.12500000, 0.00000000, 0.12500000,18.00000000, 0.05555556, 0.05555556, 0.11111111, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.05555556, 0.05555556, 0
"55", 55,"Fox News","US, Mexico, Canada extend coronavirus travel restrictions for another month","The United States, Mexico and Canada are extending restrictions on non-essential travel for an additional 30 days due to the coronavirus crisis, the Department of Homeland Security said Monday.",NA,"politics","national", 1,5,2020, 8, 0.00000000,0.12500000,0.12500000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000,-0.12500000,0.12500000,0.00000000,-1, 8.00000000, 0.00000000, 0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.12500000, 0.00000000,18.00000000, 0.05555556, 0.11111111, 0.16666667, 0.00000000, 0.00000000, 0.00000000,-0.05555556, 0.05555556, 0.00000000, 0.00000000, 0.00000000, 0.11111111, 0.11111111, 0
"56", 56,"Fox News","Trump prepares for first campaign rally in months in Tulsa amid concerns about coronavirus, violence","President Trump on Saturday will head to Tulsa, Oklahoma to address what is likely to be a packed rally of supporters -- despite objections from local officials about the potential spread of the coronavirus, and fears that violence could break out as protesters as well as supporters flock to the event.",NA,"politics","national",20,6,2020,11,-0.09090909,0.18181818,0.09090909, 0.00000000,0.0000000,0.00000000,-0.18181818,0.18181818,0.00000000,0.00000000, 0.00000000,0.09090909,0.09090909, 0,11.00000000,-0.09090909, 0.18181818, 0.09090909, 0.00000000, 0.00000000, 0.00000000,-0.18181818, 0.18181818, 0.00000000, 0.00000000, 0.00000000, 0.09090909, 0.09090909,27.00000000, 0.07407407, 0.18518519, 0.25925926, 0.00000000, 0.00000000, 0.00000000,-0.18518519, 0.22222222, 0.03703704, 0.00000000, 0.07407407, 0.18518519, 0.25925926, 1
"57", 57,"Fox News","Judge refuses to block Trump's coronavirus green card freeze","A federal judge in Oregon who previously blocked President Trump’s order to bar immigrants who lacked or could not afford health insurance refused to do the same with regard to Trump’s recent pause on green cards.",NA,"politics","national", 1,5,2020, 8,-0.25000000,0.25000000,0.00000000, 0.00000000,0.0000000,0.00000000,-0.12500000,0.12500000,0.00000000,0.00000000,-0.12500000,0.25000000,0.12500000,-1, 8.00000000,-0.25000000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.12500000, 0.00000000, 0.00000000,-0.12500000, 0.25000000, 0.12500000,21.00000000,-0.09523810, 0.23809524, 0.14285714, 0.00000000, 0.00000000, 0.00000000,-0.14285714, 0.14285714, 0.00000000, 0.00000000, 0.09523810, 0.09523810, 0.19047619, 1
"58", 58,"Fox News","Today on Fox News: June 5, 2020","A federal judge in Oregon who previously blocked President Trump’s order to bar immigrants who lacked or could not afford health insurance refused to do the same with regard to Trump’s recent pause on green cards.",NA,"media","national", 1,6,2020, 4, 0.00000000,0.00000000,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.00000000,0.00000000,0.00000000, 0, 4.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,21.00000000,-0.09523810, 0.23809524, 0.14285714, 0.00000000, 0.00000000, 0.00000000,-0.14285714, 0.14285714, 0.00000000, 0.00000000, 0.09523810, 0.09523810, 0.19047619, 1
"59", 59,"Fox News","Trump says Thunderbirds, Blue Angels will do flyovers across country to honor medical workers","Trump did not say which cities the Thunderbirds and Blue Angels, the U.S. military's two top flight demonstration teams dedicated to showcasing America's air prowess, would be flying over.",NA,"politics","national", 1,5,2020,12, 0.25000000,0.00000000,0.25000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.08333333,0.08333333,0.00000000, 0.33333333,0.00000000,0.33333333, 1,12.00000000, 0.25000000, 0.00000000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.08333333, 0.08333333, 0.00000000, 0.33333333, 0.00000000, 0.33333333,18.00000000, 0.16666667, 0.00000000, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.27777778, 0.00000000, 0.27777778, 1
"60", 60,"Fox News","Biden gaffe tests patience of black supporters","Trump campaign goes on attack, calls Biden’s line ""dehumanizing.""",NA,"politics","national", 1,6,2020, 6, 0.33333333,0.00000000,0.33333333, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.16666667,0.16666667,0.33333333, 1, 6.00000000, 0.33333333, 0.00000000, 0.33333333, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.16666667, 0.16666667, 0.33333333, 8.00000000, 0.00000000, 0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.25000000, 0.12500000,-1
"61", 61,"Fox News","Trump wants cruise ship passengers to stay at sea, but leaves decision up to Pence","President Trump visited the Centers for Disease Control and Prevention Friday for a briefing on the coronavirus, following a scare earlier this week that a CDC staffer had contracted the COVID-19 virus.",NA,"politics","national", 1,3,2020,10, 0.00000000,0.00000000,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.20000000,0.00000000,0.20000000, 1,10.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.20000000, 0.00000000, 0.20000000,19.00000000,-0.10526316, 0.10526316, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.10526316, 0.10526316, 0.00000000, 0.00000000,-0.05263158, 0.10526316, 0.05263158,-1
"62", 62,"Fox News","Trying To Unite After A Tough Week For America","This week, Americans all across the country protested against police brutality following the death of George Floyd. Some protests became violent in areas like New York, Los Angeles and even Washington D.C. President Trump has been met with a lot of criticism on his handling and response to the prot",NA,"radio","national", 1,6,2020, 5,-0.20000000,0.20000000,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.00000000,0.20000000,0.20000000, 0, 5.00000000,-0.20000000, 0.20000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.20000000, 0.20000000,30.00000000,-0.10000000, 0.23333333, 0.13333333, 0.00000000, 0.00000000, 0.00000000,-0.13333333, 0.13333333, 0.00000000, 0.00000000,-0.03333333, 0.20000000, 0.16666667,-1
"63", 63,"Fox News","Trump says he can’t confirm China’s coronavirus case numbers, warns of 'horrific' days to come","President Trump said Wednesday he could not confirm the veracity of the numbers of coronavirus cases and deaths being reported by China, as he warned Americans to brace for more “horrific” days in dealing with the virus.",NA,"politics","national", 1,4,2020,12, 0.08333333,0.00000000,0.08333333, 0.00000000,0.0000000,0.00000000,-0.08333333,0.08333333,0.00000000,0.00000000, 0.00000000,0.16666667,0.16666667, 0,12.00000000, 0.08333333, 0.00000000, 0.08333333, 0.00000000, 0.00000000, 0.00000000,-0.08333333, 0.08333333, 0.00000000, 0.00000000, 0.00000000, 0.16666667, 0.16666667,19.00000000,-0.05263158, 0.10526316, 0.05263158, 0.00000000, 0.00000000, 0.00000000,-0.05263158, 0.05263158, 0.00000000, 0.00000000,-0.10526316, 0.15789474, 0.05263158,-1
"64", 64,"Fox News","Trump slams Pelosi as 'weak and pathetic puppet' in latest coronavirus clash","President Trump on Thursday blasted House Speaker Nancy Pelosi as a “weak and pathetic puppet” in their latest clash over funding for the World Health Organization and other issues amid the coronavirus crisis.",NA,"politics","national", 1,4,2020, 9,-0.33333333,0.33333333,0.00000000,-0.11111111,0.1111111,0.00000000,-0.11111111,0.11111111,0.00000000,0.00000000,-0.33333333,0.44444444,0.11111111,-1, 9.00000000,-0.33333333, 0.33333333, 0.00000000,-0.11111111, 0.11111111, 0.00000000,-0.11111111, 0.11111111, 0.00000000, 0.00000000,-0.33333333, 0.44444444, 0.11111111,21.00000000,-0.09523810, 0.19047619, 0.09523810, 0.00000000, 0.00000000, 0.00000000,-0.04761905, 0.04761905, 0.00000000, 0.00000000,-0.14285714, 0.23809524, 0.09523810,-1
"65", 65,"Fox News","Trump suggests coronavirus pandemic worse than the Spanish flu in some ways","President Trump on Tuesday appeared to suggest that the coronavirus pandemic is worse than the Spanish flu pandemic at the end of World War I that killed at least 50 million people, including about 675,000 in the United States.",NA,"politics","national", 1,5,2020, 8,-0.12500000,0.12500000,0.00000000,-0.12500000,0.1250000,0.00000000,-0.12500000,0.12500000,0.00000000,0.12500000, 0.00000000,0.12500000,0.12500000, 0, 8.00000000,-0.12500000, 0.12500000, 0.00000000,-0.12500000, 0.12500000, 0.00000000,-0.12500000, 0.12500000, 0.00000000, 0.12500000, 0.00000000, 0.12500000, 0.12500000,21.00000000,-0.09523810, 0.14285714, 0.04761905,-0.09523810, 0.09523810, 0.00000000,-0.04761905, 0.04761905, 0.00000000, 0.09523810, 0.00000000, 0.09523810, 0.09523810, 0
"66", 66,"Fox News","World Health Organization leader asks US to reconsider freezing funds, vows to continue fighting coronavirus","Calling the United States a ""longstanding and generous friend,"" the head of the World Health Organization on Wednesday said he ""regrets"" President Trump's decision to freeze millions of dollars in funding to the global group and said he hoped the White House would reconsider.",NA,"world","national", 1,4,2020,12, 0.16666667,0.08333333,0.25000000, 0.08333333,0.0000000,0.08333333, 0.00000000,0.00000000,0.00000000,0.08333333, 0.08333333,0.08333333,0.16666667, 1,12.00000000, 0.16666667, 0.08333333, 0.25000000, 0.08333333, 0.00000000, 0.08333333, 0.00000000, 0.00000000, 0.00000000, 0.08333333, 0.08333333, 0.08333333, 0.16666667,27.00000000, 0.22222222, 0.03703704, 0.25925926, 0.00000000, 0.00000000, 0.00000000, 0.03703704, 0.00000000, 0.03703704, 0.03703704, 0.18518519, 0.07407407, 0.25925926, 1
"67", 67,"Fox News","Victor Davis Hanson: US leads coronavirus fight — world looks to America now and for recovery","A current global myth alleges that America under the Trump administration is not leading the world fight against the coronavirus in its accustomed role as the postwar global leader.",NA,"opinion","national", 1,4,2020,11, 0.00000000,0.09090909,0.09090909, 0.09090909,0.0000000,0.09090909, 0.09090909,0.00000000,0.09090909,0.00000000, 0.18181818,0.00000000,0.18181818, 1,11.00000000, 0.00000000, 0.09090909, 0.09090909, 0.09090909, 0.00000000, 0.09090909, 0.09090909, 0.00000000, 0.09090909, 0.00000000, 0.18181818, 0.00000000, 0.18181818,16.00000000,-0.06250000, 0.12500000, 0.06250000, 0.12500000, 0.00000000, 0.12500000, 0.00000000, 0.06250000, 0.06250000, 0.00000000, 0.00000000, 0.12500000, 0.12500000, 0
"68", 68,"Fox News","Trump, at White House briefing, outlines broad measures to combat coronavirus in hardest-hit states","President Trump outlined on Sunday broad measures the federal government is taking to help combat the coronavirus pandemic in three states hardest by the contagion.",NA,"politics","national", 1,4,2020,11, 0.09090909,0.09090909,0.18181818, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.09090909,0.09090909,0.18181818, 1,11.00000000, 0.09090909, 0.09090909, 0.18181818, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.09090909, 0.09090909, 0.18181818,17.00000000, 0.05882353, 0.11764706, 0.17647059, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.11764706, 0.05882353, 0.17647059, 1
"69", 69,"Fox News","Gordon G. Chang: Trump is right to ditch 5 decades of failed US-China engagement policy","China has been challenging the United States across the board, and President Trump – with comprehensive comments Friday – signaled the United States would defend itself across the board.",NA,"opinion","national", 1,6,2020,10, 0.00000000,0.20000000,0.20000000,-0.10000000,0.1000000,0.00000000,-0.10000000,0.10000000,0.00000000,0.00000000, 0.10000000,0.20000000,0.30000000, 1,10.00000000, 0.00000000, 0.20000000, 0.20000000,-0.10000000, 0.10000000, 0.00000000,-0.10000000, 0.10000000, 0.00000000, 0.00000000, 0.10000000, 0.20000000, 0.30000000,17.00000000, 0.11764706, 0.23529412, 0.35294118,-0.05882353, 0.05882353, 0.00000000,-0.11764706, 0.11764706, 0.00000000, 0.00000000, 0.23529412, 0.05882353, 0.29411765, 1
"70", 70,"Fox News","Dem lawmaker wants Trump prosecuted at international court for 'crimes against humanity'","A Democratic state representative in Ohio said she ""can't take it anymore"" and vowed to refer President Trump to the International Criminal Court for ""crimes against humanity"" over Trump's promotion of a drug that has not been conclusively proven to fight the coronavirus.",NA,"politics","national", 1,4,2020, 9, 0.11111111,0.22222222,0.33333333, 0.00000000,0.0000000,0.00000000,-0.22222222,0.22222222,0.00000000,0.00000000, 0.11111111,0.22222222,0.33333333, 1, 9.00000000, 0.11111111, 0.22222222, 0.33333333, 0.00000000, 0.00000000, 0.00000000,-0.22222222, 0.22222222, 0.00000000, 0.00000000, 0.11111111, 0.22222222, 0.33333333,24.00000000, 0.04166667, 0.12500000, 0.16666667, 0.00000000, 0.00000000, 0.00000000,-0.04166667, 0.08333333, 0.04166667, 0.00000000, 0.20833333, 0.08333333, 0.29166667, 1
"71", 71,"Fox News","Top Dem super PAC rolling out $6M in ads attacking Trump's coronavirus response","A super PAC led by a former aide to Hillary Clinton is rolling out a $6 million ad campaign starting Tuesday, attacking President Trump's response to the coronavirus pandemic.",NA,"politics","national", 1,4,2020, 9, 0.11111111,0.11111111,0.22222222, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.33333333,0.11111111,0.44444444, 1, 9.00000000, 0.11111111, 0.11111111, 0.22222222, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.33333333, 0.11111111, 0.44444444,18.00000000, 0.11111111, 0.05555556, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.16666667, 0.05555556, 0.22222222, 1
"72", 72,"Fox News","Potential coronavirus vaccine enters human testing trial","A super PAC led by a former aide to Hillary Clinton is rolling out a $6 million ad campaign starting Tuesday, attacking President Trump's response to the coronavirus pandemic.",NA,"us","national", 1,5,2020, 7, 0.14285714,0.00000000,0.14285714, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.14285714,0.00000000,0.14285714, 1, 7.00000000, 0.14285714, 0.00000000, 0.14285714, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.14285714, 0.00000000, 0.14285714,18.00000000, 0.11111111, 0.05555556, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.16666667, 0.05555556, 0.22222222, 1
"73", 73,"Fox News","Trump announces public-private partnership to develop coronavirus vaccine 'by the end of the year if we can'","President Trump on Friday announced a new public-private partnership to develop a vaccine for the novel coronavirus as part of what's being called “Operation Warp Speed,"" saying he hopes it will be produced ""quickly"" and will possibly be ready by the end of the year.",NA,"politics","national", 1,5,2020,10, 0.10000000,0.00000000,0.10000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.10000000,0.00000000,0.10000000, 1,10.00000000, 0.10000000, 0.00000000, 0.10000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.10000000, 0.00000000, 0.10000000,27.00000000, 0.14814815, 0.03703704, 0.18518519, 0.00000000, 0.00000000, 0.00000000,-0.07407407, 0.07407407, 0.00000000, 0.03703704, 0.14814815, 0.03703704, 0.18518519, 1
"74", 74,"Fox News","Coronavirus: President Trump said US authorities 'shut it down.' Here's what that means","On Sunday, the Department of Homeland Security issued a restricted travel edict.",NA,"travel","national", 1,2,2020, 8, 0.00000000,0.12500000,0.12500000, 0.00000000,0.0000000,0.00000000,-0.12500000,0.12500000,0.00000000,0.00000000, 0.00000000,0.12500000,0.12500000, 0, 8.00000000, 0.00000000, 0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000, 0.12500000, 0.12500000, 8.00000000, 0.12500000, 0.12500000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.25000000, 0.12500000,-1
"75", 75,"Fox News","House passes $3T coronavirus relief -- the most expensive bill in history","The House of Representatives on Friday evening passed a $3 trillion coronavirus relief bill, the most expensive legislation approved by that body in history, that Democrats hailed as the unprecedented response needed to deal with the pandemic and its economic fallout.",NA,"politics","national", 1,5,2020, 7, 0.00000000,0.28571429,0.28571429, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000,-0.14285714,0.28571429,0.14285714,-1, 7.00000000, 0.00000000, 0.28571429, 0.28571429, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.14285714, 0.28571429, 0.14285714,23.00000000, 0.04347826, 0.26086957, 0.30434783, 0.00000000, 0.00000000, 0.00000000,-0.04347826, 0.04347826, 0.00000000, 0.00000000, 0.13043478, 0.13043478, 0.26086957, 1
"76", 76,"Fox News","Feinstein urges Trump to reverse plan to block Iran request for $5B in IMF aid, claims it is in ‘our national interest’","Sen. Dianne Feinstein, D-Calif., has written to President Trump urging him to reverse a reported plan to block an Iranian request to the International Monetary Fund (IMF) for $5 billion in aid to fight the coronavirus crisis -- saying it is in the U.S. national interest to accede to the request.",NA,"politics","national", 1,4,2020,13, 0.00000000,0.07692308,0.07692308, 0.00000000,0.0000000,0.00000000,-0.07692308,0.07692308,0.00000000,0.00000000, 0.07692308,0.00000000,0.07692308, 1,13.00000000, 0.00000000, 0.07692308, 0.07692308, 0.00000000, 0.00000000, 0.00000000,-0.07692308, 0.07692308, 0.00000000, 0.00000000, 0.07692308, 0.00000000, 0.07692308,28.00000000, 0.00000000, 0.10714286, 0.10714286, 0.00000000, 0.00000000, 0.00000000,-0.03571429, 0.03571429, 0.00000000, 0.00000000, 0.03571429, 0.03571429, 0.07142857, 1
"77", 77,"Fox News","Kay Coles James: Trump’s coronavirus national emergency declaration helps mobilize nation","President Trump’s declaration of a national emergency Friday to deal with the coronavirus pandemic is anything but a sign to panic. Instead, it’s a reassurance to the American people.",NA,"opinion","national", 1,3,2020,11, 0.00000000,0.18181818,0.18181818, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.00000000,0.09090909,0.09090909, 0,11.00000000, 0.00000000, 0.18181818, 0.18181818, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.09090909, 0.09090909,16.00000000,-0.06250000, 0.18750000, 0.12500000, 0.00000000, 0.00000000, 0.00000000,-0.06250000, 0.06250000, 0.00000000, 0.00000000,-0.06250000, 0.12500000, 0.06250000,-1
"78", 78,"Fox News","Which US states are ready for phase 1 of reopening after coronavirus lockdown?","Some states are starting to plan for a return to normalcy, though many are in no rush to do so.",NA,"us","national", 1,4,2020, 6, 0.16666667,0.00000000,0.16666667, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.33333333,0.00000000,0.33333333, 1, 6.00000000, 0.16666667, 0.00000000, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.33333333, 0.00000000, 0.33333333, 8.00000000, 0.25000000, 0.00000000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.12500000, 0.00000000, 0.12500000, 1
"79", 79,"Fox News","Tennessee pushes forward with reopening businesses despite the rise of COVID-19 cases","Sen. Marsha Blackburn, R-Tenn., says she thinks her state is “doing very well with the reopening,” despite those who say businesses should remain closed.",NA,"media","national", 1,5,2020, 9, 0.00000000,0.11111111,0.11111111, 0.11111111,0.0000000,0.11111111, 0.11111111,0.00000000,0.11111111,0.00000000, 0.00000000,0.00000000,0.00000000, 0, 9.00000000, 0.00000000, 0.11111111, 0.11111111, 0.11111111, 0.00000000, 0.11111111, 0.11111111, 0.00000000, 0.11111111, 0.00000000, 0.00000000, 0.00000000, 0.00000000,14.00000000, 0.14285714, 0.07142857, 0.21428571, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.07142857, 0.07142857, 0.00000000, 0.14285714, 0.00000000, 0.14285714, 1
"80", 80,"Fox News","Trump predicts coronavirus vaccine 'before the end of the year' as case count surges in parts of US","President Trump predicted Thursday during a ""Hannity"" town hall in Green Bay, Wis. that ""before the end of the year, we’ll have a vaccine"" for the coronavirus.",NA,"media","national",25,6,2020,10, 0.10000000,0.00000000,0.10000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.10000000, 0.10000000,0.00000000,0.10000000, 1,10.00000000, 0.10000000, 0.00000000, 0.10000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.10000000, 0.10000000, 0.00000000, 0.10000000,15.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.06666667, 0.06666667, 0.00000000, 0.06666667, 1
"81", 81,"Fox News","Trump unapologetically uses phrase ‘Chinese Virus’ as clash escalates with China over its origins","The war of words between the Trump administration and China over the origin of coronavirus has escalated as President Trump is going out of his way to call it the ""Chinese Virus"" and China has embarked on a propaganda campaign to shift blame for the pandemic away from the Chinese Communist Party's handling of the crisis.",NA,"politics","national", 1,3,2020,10, 0.10000000,0.10000000,0.20000000, 0.00000000,0.0000000,0.00000000,-0.10000000,0.10000000,0.00000000,0.00000000, 0.20000000,0.10000000,0.30000000, 1,10.00000000, 0.10000000, 0.10000000, 0.20000000, 0.00000000, 0.00000000, 0.00000000,-0.10000000, 0.10000000, 0.00000000, 0.00000000, 0.20000000, 0.10000000, 0.30000000,27.00000000,-0.07407407, 0.14814815, 0.07407407, 0.00000000, 0.00000000, 0.00000000,-0.07407407, 0.07407407, 0.00000000, 0.00000000,-0.03703704, 0.14814815, 0.11111111,-1
"82", 82,"Fox News","Republicans, immigration hawks call on Trump to further expand immigration restrictions amid economic woes","Republicans and immigration hawks are increasing the pressure on President Trump to expand restrictions on immigration into the U.S. amid the dire economic situation -- calling on Trump to limit the number of temporary guest workers coming into the country.",NA,"politics","national", 1,5,2020,11, 0.00000000,0.18181818,0.18181818, 0.09090909,0.0000000,0.09090909, 0.00000000,0.00000000,0.00000000,0.00000000, 0.00000000,0.18181818,0.18181818, 0,11.00000000, 0.00000000, 0.18181818, 0.18181818, 0.09090909, 0.00000000, 0.09090909, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.18181818, 0.18181818,23.00000000, 0.00000000, 0.13043478, 0.13043478, 0.08695652, 0.00000000, 0.08695652,-0.04347826, 0.04347826, 0.00000000, 0.00000000, 0.04347826, 0.13043478, 0.17391304, 1
"83", 83,"Fox News","Immigration hawks underwhelmed by executive order, call for Trump to 'do better'","Even as President Trump faces blistering criticism from Democrats for his executive order restricting immigration into the U.S., he is also encountering significant pushback from immigration hawks -- who argue the order falls short of the moratorium they were expecting, and are demanding Trump “do better.”",NA,"politics","national", 1,5,2020, 8, 0.12500000,0.25000000,0.37500000, 0.12500000,0.0000000,0.12500000, 0.12500000,0.00000000,0.12500000,0.00000000, 0.37500000,0.00000000,0.37500000, 1, 8.00000000, 0.12500000, 0.25000000, 0.37500000, 0.12500000, 0.00000000, 0.12500000, 0.12500000, 0.00000000, 0.12500000, 0.00000000, 0.37500000, 0.00000000, 0.37500000,26.00000000,-0.19230769, 0.34615385, 0.15384615,-0.03846154, 0.03846154, 0.00000000,-0.11538462, 0.11538462, 0.00000000, 0.00000000, 0.03846154, 0.19230769, 0.23076923, 1
"84", 84,"Fox News","Americans face nearly unprecedented travel restrictions inside US as states rush to stem coronavirus tide","Taken together, these travel restrictions, which reach nearly every corner of the United States, are a nearly unprecedented limitation of Americans' movement as every level of government is scrambling to prevent the spread of the coronavirus.",NA,"politics","national", 1,4,2020,12, 0.08333333,0.08333333,0.16666667, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.08333333, 0.00000000,0.08333333,0.08333333, 0,12.00000000, 0.08333333, 0.08333333, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.08333333, 0.00000000, 0.08333333, 0.08333333,22.00000000, 0.04545455, 0.09090909, 0.13636364, 0.00000000, 0.00000000, 0.00000000,-0.09090909, 0.09090909, 0.00000000, 0.09090909,-0.04545455, 0.13636364, 0.09090909,-1
